Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
4744,5037,Kenan Yıldız,70,75,61,66,73,28,61,75,75,66,62,60,64,50,58,70,65,52,70,61,64,75,75,70,58,75,60,30,60,28,20,16,73,60,66,49,LW,4,3,Right,"185cm / 6'1""",75kg / 165lb,"ST, LM",19,Turkey,Serie A Enilive,Juventus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kenan-y-ld-z/277954,,,,,
4747,5037,Gabriele Zappa,70,75,55,61,67,65,70,67,81,69,52,68,49,48,46,55,69,38,65,58,62,69,68,50,68,66,60,68,54,63,67,65,65,81,66,68,RB,2,2,Right,"183cm / 6'0""",78kg / 172lb,RM,24,Italy,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriele-zappa/252964,,,,,
4752,5037,Nadir Zortea,70,64,59,67,72,67,52,67,62,68,53,73,64,47,48,63,76,42,69,61,68,73,67,64,70,73,68,68,53,68,70,70,54,53,45,67,RB,4,2,Right,"175cm / 5'9""",70kg / 154lb,RM,25,Italy,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nadir-zortea/252440,,,,,
4779,5902,Faride Alidou,69,83,59,60,73,28,61,87,79,65,62,63,53,50,50,61,64,42,63,55,55,77,70,74,55,73,56,25,44,28,28,22,76,59,66,49,RM,3,4,Right,"186cm / 6'1""",84kg / 185lb,"LW, RW",23,Germany,Serie A Enilive,Hellas Verona,"Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/faride-alidou/264409,,,,,
4788,5902,Magnus Kofod Andersen,69,69,59,67,71,61,76,74,64,63,55,69,59,58,57,70,60,65,69,69,65,69,81,81,68,69,73,65,45,63,64,57,68,89,74,65,CM,4,3,Right,"170cm / 5'7""",64kg / 141lb,CDM,25,Denmark,Serie A Enilive,Venezia,Trivela,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/magnus-kofod-andersen/237840,,,,,
4810,5902,Paulo Azzi,69,82,63,64,71,61,69,79,84,66,60,72,61,58,57,62,69,55,66,57,71,73,74,64,70,68,67,64,58,58,62,60,74,73,68,66,LB,3,3,Right,"188cm / 6'2""",80kg / 176lb,LM,30,Brazil,Serie A Enilive,Cagliari,"Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paulo-azzi/222388,,,,,
4818,5902,Botond Balogh,69,53,33,46,46,71,66,45,59,27,28,45,32,32,41,43,34,19,58,52,34,40,43,43,67,52,53,69,73,72,73,67,74,48,76,63,CB,3,2,Right,"189cm / 6'2""",77kg / 170lb,,22,Hungary,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/botond-balogh/258708,,,,,
4822,5902,Dani Silva,69,64,55,67,71,60,68,68,61,62,48,64,59,68,50,70,54,61,73,72,65,70,74,72,66,72,65,65,40,57,65,62,58,69,68,70,CM,4,3,Right,"180cm / 5'11""",73kg / 161lb,CDM,24,Portugal,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dani-silva/270686,,,,,
4833,5902,Daniele Baselli,69,64,68,72,73,66,62,62,65,68,62,75,74,71,71,71,70,73,73,72,75,71,80,79,66,72,74,65,61,67,66,65,67,53,64,65,CM,3,3,Right,"182cm / 6'0""",75kg / 165lb,CDM,32,Italy,Serie A Enilive,Como,Power Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniele-baselli/205407,,,,,
4875,5902,Domagoj Bradarić,69,74,55,65,69,68,63,76,72,67,53,59,55,47,43,65,67,38,69,64,63,69,73,72,69,68,67,69,62,68,69,68,71,68,58,68,LM,3,3,Left,"178cm / 5'10""",69kg / 152lb,"LB, LW",24,Croatia,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/domagoj-bradaric/252000,,,,,
4879,5902,Marco Brescianini,69,53,64,64,66,63,72,57,49,66,61,70,70,43,54,66,52,54,72,69,48,66,50,49,69,72,67,65,62,59,66,59,70,71,73,70,CM,3,2,Left,"188cm / 6'2""",80kg / 176lb,CDM,24,Italy,Serie A Enilive,Bergamo Calcio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-brescianini/257785,,,,,
4909,5902,Andrea Carboni,69,60,36,55,61,71,67,57,62,29,30,52,33,35,42,45,60,39,63,54,40,59,52,55,65,69,60,72,60,72,73,74,67,61,69,67,CB,2,2,Left,"187cm / 6'2""",80kg / 176lb,LB,23,Italy,Serie A Enilive,Monza,"Jockey, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-carboni/257000,,,,,
4977,5902,Samuel Dahl,69,83,38,59,69,62,65,81,85,60,35,36,38,39,47,61,70,42,58,48,56,68,72,83,61,70,54,58,50,58,69,68,64,83,52,73,LB,3,2,Left,"171cm / 5'7""",72kg / 159lb,,21,Sweden,Serie A Enilive,AS Roma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuel-dahl/277252,,,,,
4993,5902,Alessandro Deiola,69,53,67,64,64,70,77,53,53,74,62,78,70,67,54,64,54,62,69,67,56,64,64,44,71,67,64,73,68,67,71,67,73,76,78,77,CM,3,2,Right,"189cm / 6'2""",85kg / 187lb,CDM,29,Italy,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-deiola/229743,,,,,
5040,5902,Mattia Felici,69,78,62,64,72,46,61,79,78,65,61,66,63,56,60,64,67,52,66,56,69,73,79,78,65,71,64,49,45,42,48,46,62,69,55,68,LM,3,3,Right,"182cm / 6'0""",68kg / 150lb,LW,23,Italy,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mattia-felici/248857,,,,,
5050,5902,Luca Fiordilino,69,78,57,67,70,63,69,79,78,52,50,68,61,57,58,67,58,57,73,70,65,67,81,81,68,71,66,69,55,61,66,56,72,77,64,71,CDM,4,3,Right,"178cm / 5'10""",68kg / 150lb,CM,28,Italy,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-fiordilino/240343,,,,,
5065,5902,Alessandro Gabrielloni,69,76,67,57,70,34,65,74,77,69,70,64,64,69,69,59,51,47,62,48,65,68,76,70,70,70,70,26,66,33,32,25,75,67,69,50,ST,3,2,Right,"178cm / 5'10""",79kg / 174lb,,30,Italy,Serie A Enilive,Como,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-gabrielloni/268674,,,,,
5084,5902,Daniele Ghilardi,69,62,41,45,49,70,67,59,64,30,48,45,29,28,42,39,33,30,56,52,33,43,42,55,67,57,49,66,75,68,74,70,75,61,70,65,CB,2,2,Right,"189cm / 6'2""",80kg / 176lb,,21,Italy,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniele-ghilardi/277695,,,,,
5127,5902,Nicolas Haas,69,76,61,68,71,63,67,73,78,65,58,68,64,56,55,70,67,57,71,69,60,68,84,82,70,69,66,65,59,65,62,62,70,73,64,66,CM,4,3,Right,"181cm / 5'11""",74kg / 163lb,,28,Switzerland,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-haas/225117,,,,,
5232,5902,Nicola Leali,69,72,70,58,71,33,64,33,32,12,13,44,17,16,17,35,14,17,13,13,18,13,34,32,62,23,60,25,11,20,13,19,58,27,65,30,GK,2,1,Right,"188cm / 6'2""",78kg / 172lb,,31,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicola-leali/201299,72,70,58,64,71
5251,5902,Dailon Rocha Livramento,69,72,72,55,68,34,68,71,73,67,73,71,70,73,70,52,58,51,56,49,62,67,74,64,65,68,65,20,74,34,33,23,82,63,72,61,ST,3,2,Right,"185cm / 6'1""",75kg / 165lb,RM,23,Cape Verde Islands,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dailon-rocha-livramento/73853,,,,,
5285,5902,Filip Marchwiński,69,67,65,65,70,40,64,65,69,69,68,66,59,51,59,66,56,54,72,65,59,70,78,62,66,70,63,42,68,33,38,34,68,83,59,53,CAM,4,3,Right,"187cm / 6'2""",72kg / 159lb,"ST, RW",22,Poland,Serie A Enilive,Lecce,"Finesse Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/filip-marchwinski/246649,,,,,
5287,5902,Mirko Marić,69,68,70,53,64,28,70,71,65,72,70,71,70,59,72,58,45,50,62,39,39,69,49,44,66,63,64,19,68,27,23,19,81,62,80,54,ST,3,3,Left,"188cm / 6'2""",77kg / 170lb,,29,Croatia,Serie A Enilive,Monza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mirko-maric/258027,,,,,
5350,5902,Adam Obert,69,64,44,62,65,70,64,66,62,46,38,58,44,36,44,48,69,39,68,64,62,62,68,66,68,67,60,72,67,69,71,70,71,59,68,58,CB,2,2,Left,"186cm / 6'1""",80kg / 176lb,LB,22,Slovakia,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adam-obert/266636,,,,,
5381,5902,Daniele Padelli,69,68,69,60,66,45,75,49,39,10,10,45,11,10,22,31,11,10,26,29,13,10,38,27,64,21,69,13,10,8,12,12,53,30,45,12,GK,2,1,Left,"191cm / 6'3""",82kg / 181lb,,38,Italy,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniele-padelli/162297,68,69,60,75,66
5396,5902,Nico Paz,69,66,63,66,70,49,60,68,65,68,65,59,68,38,53,71,59,52,71,68,54,70,68,61,67,72,66,58,43,35,61,44,58,64,66,38,CAM,2,3,Left,"186cm / 6'1""",81kg / 179lb,CM,20,Argentina,Serie A Enilive,Como,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nico-paz/277846,,,,,
5408,5902,Samuele Perisan,69,68,64,67,74,46,67,47,45,14,20,50,20,11,25,15,12,11,22,19,13,11,34,48,66,24,49,21,15,13,19,16,63,40,62,24,GK,3,1,Right,"192cm / 6'4""",83kg / 183lb,,27,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuele-perisan/230858,68,64,67,67,74
5443,5902,Antonio Raimondo,69,67,68,60,70,28,61,64,70,71,72,68,58,66,68,56,57,48,68,58,54,71,68,70,65,70,65,28,66,19,27,21,70,52,66,57,ST,3,3,Left,"185cm / 6'1""",75kg / 165lb,,20,Italy,Serie A Enilive,Venezia,"Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antonio-raimondo/269182,,,,,
5484,5902,Junior Sambia,69,66,66,69,69,67,65,64,67,68,59,82,69,58,58,68,73,76,67,68,73,68,73,69,64,69,66,67,62,66,68,67,68,68,63,63,RB,4,3,Right,"185cm / 6'1""",73kg / 161lb,RM,28,France,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/junior-sambia/223570,,,,,
5503,5902,Răzvan Sava,69,70,69,63,71,25,70,23,29,4,8,47,5,9,10,29,11,12,24,17,11,5,32,22,58,12,36,9,12,6,11,14,52,28,58,25,GK,2,1,Right,"195cm / 6'5""",83kg / 183lb,,22,Romania,Serie A Enilive,Udinese,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/razvan-sava/266803,70,69,63,70,71
5549,5902,Michael Svoboda,69,59,44,52,56,67,81,48,68,45,36,67,41,38,36,55,40,26,63,57,29,58,32,33,63,61,62,65,65,66,69,65,75,75,88,71,CB,3,2,Right,"195cm / 6'5""",85kg / 187lb,,25,Austria,Serie A Enilive,Venezia,"Block, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michael-svoboda/250779,,,,,
5578,5902,Kacper Urbański,69,69,62,67,76,49,40,76,63,60,60,67,65,65,56,69,59,60,72,68,65,76,86,84,57,75,65,49,48,42,56,50,50,50,34,39,CAM,3,3,Right,"178cm / 5'10""",58kg / 128lb,"CM, LM",20,Poland,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kacper-urbanski/254819,,,,,
5586,5902,Lautaro Valenti,69,70,51,55,57,68,75,68,71,46,40,70,62,42,53,47,45,55,63,56,58,55,60,58,62,59,55,66,69,67,70,68,78,73,78,70,CB,4,2,Left,"188cm / 6'2""",80kg / 176lb,LB,25,Argentina,Serie A Enilive,Parma,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lautaro-valenti/246164,,,,,
5611,5902,Alessandro Vogliacco,69,65,36,52,55,71,66,60,69,40,23,60,38,31,42,44,56,33,59,49,51,53,46,54,68,58,53,68,68,69,74,74,70,55,69,70,CB,3,2,Right,"186cm / 6'1""",78kg / 172lb,,26,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-vogliacco/245566,,,,,
5628,5902,John Yeboah,69,92,62,57,71,26,61,91,92,67,65,62,61,50,42,60,58,36,62,49,54,69,92,88,70,67,58,19,59,24,23,20,74,84,56,40,RW,3,3,Left,"170cm / 5'7""",69kg / 152lb,"CAM, RM",24,Ecuador,Serie A Enilive,Venezia,"Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/john-yeboah/242755,,,,,
5691,6884,Arthur Atta,68,73,55,63,70,62,72,70,75,70,54,63,51,40,48,68,52,40,71,66,47,69,71,66,65,72,75,61,60,57,68,60,74,69,74,70,CAM,3,3,Right,"189cm / 6'2""",77kg / 170lb,CM,21,France,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arthur-atta/272783,,,,,
5812,6884,Gabriel Charpentier,68,53,69,48,66,28,69,56,50,68,72,76,58,61,63,44,33,38,61,43,48,67,66,53,59,68,57,18,73,26,23,20,79,68,78,46,ST,3,2,Right,"188cm / 6'2""",80kg / 176lb,,25,Congo,Serie A Enilive,Parma,Power Header,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriel-charpentier/268464,,,,,
5916,6884,Jacopo Fazzini,68,68,66,67,70,59,62,70,66,70,67,71,65,58,51,60,67,59,74,67,60,70,73,71,70,71,60,66,54,57,59,58,59,73,54,68,CM,3,3,Right,"178cm / 5'10""",70kg / 154lb,CAM,21,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jacopo-fazzini/266596,,,,,
6009,6884,Þórir Jóhann Helgason,68,67,64,67,68,54,64,68,66,65,63,75,63,49,41,65,60,58,72,69,64,69,62,58,66,70,63,59,42,47,62,55,56,76,63,52,CM,3,2,Right,"187cm / 6'2""",66kg / 146lb,,23,Iceland,Serie A Enilive,Lecce,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/orir-johann-helgason/263657,,,,,
6022,6884,Krisztofer Horváth,68,69,67,66,68,40,60,72,67,70,65,76,64,53,81,71,62,57,65,71,64,70,67,61,69,68,60,30,49,42,40,45,57,67,52,72,CAM,3,3,Right,"185cm / 6'1""",72kg / 159lb,,22,Hungary,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/krisztofer-horvath/257630,,,,,
6036,6884,Jay Idzes,68,53,46,60,59,67,77,62,45,50,39,65,42,47,47,53,51,49,70,64,44,55,55,58,63,65,60,65,66,64,72,70,76,78,80,66,CB,3,2,Right,"190cm / 6'3""",82kg / 181lb,,24,Indonesia,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jay-idzes/262396,,,,,
6038,6884,Mihajlo Ilić,68,45,42,51,53,68,69,38,50,42,34,63,41,35,44,44,35,34,62,63,44,53,38,35,60,61,50,70,67,68,68,65,70,45,82,64,CB,3,2,Right,"192cm / 6'4""",78kg / 172lb,,21,Serbia,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mihajlo-ilic/70482,,,,,
6052,6884,Gaby Jean,68,55,33,45,47,69,73,56,54,29,26,47,34,28,48,27,38,29,61,52,37,43,42,43,61,51,62,66,69,68,71,68,72,73,74,71,CB,3,2,Left,"191cm / 6'3""",80kg / 176lb,,24,France,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gaby-jean/270888,,,,,
6088,6884,Liam Kerrigan,68,72,60,65,72,43,65,73,71,55,57,66,64,62,54,55,68,51,70,68,62,72,72,70,65,73,66,43,44,36,49,48,62,65,70,55,RM,3,3,Right,"171cm / 5'7""",65kg / 143lb,"CM, RW",24,Republic of Ireland,Serie A Enilive,Como,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/liam-kerrigan/243726,,,,,
6231,6884,Stefan Mitrović,68,77,69,61,71,35,63,74,79,63,72,66,67,63,65,54,66,63,65,54,61,75,65,72,53,72,58,23,53,43,29,34,69,64,69,45,LM,3,3,Right,"181cm / 5'11""",75kg / 165lb,"RM, LW",22,Serbia,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stefan-mitrovic/70922,,,,,
6245,6884,Rui Modesto,68,85,61,61,66,55,63,84,85,70,65,54,64,42,47,61,66,42,62,58,56,65,77,74,58,65,60,54,43,50,63,60,62,78,57,58,RM,4,3,Right,"180cm / 5'11""",72kg / 159lb,"RB, RW",24,Angola,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rui-modesto/274270,,,,,
6306,6884,Marko Pajač,68,74,62,66,61,59,67,73,75,69,57,70,67,54,53,59,71,66,70,59,65,56,70,68,68,60,70,65,55,59,55,61,66,82,59,70,LB,2,3,Left,"185cm / 6'1""",69kg / 152lb,LM,31,Croatia,Serie A Enilive,Genoa,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marko-pajac/234873,,,,,
6324,6884,Pietro Pellegri,68,56,68,54,67,21,61,55,57,70,72,72,61,56,59,55,48,54,59,48,56,70,57,40,64,72,67,18,68,19,12,15,71,50,72,43,ST,3,3,Right,"189cm / 6'2""",87kg / 192lb,,23,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pietro-pellegri/238873,,,,,
6340,6884,Santiago Pierotti,68,67,67,65,71,61,67,68,67,71,67,72,67,62,55,65,61,49,68,65,67,70,69,67,70,72,77,62,59,54,68,63,71,54,72,70,RW,3,3,Right,"189cm / 6'2""",83kg / 183lb,"ST, CAM, RM",23,Argentina,Serie A Enilive,Lecce,Press Proven,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/santiago-pierotti/253139,,,,,
6341,6884,Balthazar Pierret,68,66,52,59,64,68,70,70,62,48,48,66,55,33,34,59,41,51,68,67,59,63,67,52,64,69,53,67,63,69,68,67,74,74,71,60,CDM,3,2,Right,"186cm / 6'1""",82kg / 181lb,"CM, CB",24,France,Serie A Enilive,Lecce,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/balthazar-pierret/266501,,,,,
6444,6884,Eddie Salcedo,68,78,66,60,75,39,55,83,74,64,67,66,68,58,66,55,61,45,68,54,52,76,83,81,60,75,51,40,67,36,32,35,75,55,56,49,ST,3,4,Right,"178cm / 5'10""",74kg / 163lb,CAM,22,Italy,Serie A Enilive,Lombardia FC,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eddie-salcedo/241410,,,,,
6461,6884,Amin Sarr,68,85,65,58,68,25,67,86,84,66,67,68,62,52,62,63,55,41,63,48,60,69,73,54,65,68,65,22,63,17,24,19,83,67,72,49,ST,3,3,Right,"188cm / 6'2""",83kg / 183lb,LW,23,Sweden,Serie A Enilive,Hellas Verona,"Finesse Shot, Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amin-sarr/256453,,,,,
6575,6884,Devis Vásquez,68,67,66,68,71,38,64,36,40,7,8,51,7,9,16,34,14,13,27,25,11,12,38,47,70,15,30,9,14,12,10,11,61,19,68,22,GK,3,1,Right,"195cm / 6'5""",93kg / 205lb,,26,Colombia,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/devis-vasquez/233189,67,66,68,64,71
6624,6884,Jordan Zemura,68,73,39,59,67,64,59,79,68,55,41,42,31,26,42,55,64,29,67,52,56,66,69,72,68,67,60,66,44,65,67,65,57,73,52,58,LB,3,2,Left,"173cm / 5'8""",75kg / 165lb,LM,24,Zimbabwe,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jordan-zemura/259634,,,,,
6733,7937,Luca Belardinelli,67,68,51,63,61,64,70,64,71,55,48,58,53,40,53,61,54,43,72,67,48,59,63,50,65,65,52,62,66,59,68,67,73,72,71,63,CDM,3,2,Right,"190cm / 6'3""",75kg / 165lb,CM,23,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-belardinelli/270507,,,,,
6811,7937,Alberto Cerri,67,40,71,51,61,37,73,34,44,67,73,75,66,68,64,57,40,44,55,45,64,64,35,32,60,68,68,13,75,44,34,30,77,59,91,42,ST,3,3,Right,"194cm / 6'4""",91kg / 201lb,,28,Italy,Serie A Enilive,Como,"Aerial, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alberto-cerri/213829,,,,,
6815,7937,Moutir Chajia,67,75,64,67,73,34,34,72,77,58,58,69,71,72,67,69,61,63,70,66,72,74,76,80,67,70,73,31,49,35,33,29,48,31,34,35,LM,3,3,Right,"181cm / 5'11""",72kg / 159lb,"CAM, LW",26,Belgium,Serie A Enilive,Como,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/moutir-chajia/238474,,,,,
6837,7937,Nikita Contini,67,68,66,61,69,48,64,47,49,17,15,46,20,12,26,18,17,18,26,21,18,15,39,51,63,20,44,19,19,12,14,15,61,21,58,20,GK,1,1,Right,"190cm / 6'3""",85kg / 187lb,,28,Ukraine,Serie A Enilive,SSC Napoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nikita-contini/220532,68,66,61,64,69
6854,7937,Domen Črnigoj,67,72,61,68,69,54,69,71,72,65,58,67,68,55,33,67,69,55,69,69,64,68,82,69,70,68,66,59,28,56,58,54,59,74,73,55,CM,3,3,Right,"188cm / 6'2""",84kg / 185lb,,28,Slovenia,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/domen-crnigoj/231137,,,,,
6983,7937,Diego González,67,64,68,64,71,51,41,73,57,63,67,74,64,65,69,62,64,44,70,61,67,71,81,78,58,71,61,52,57,44,55,56,53,46,33,54,LW,3,3,Left,"177cm / 5'10""",67kg / 148lb,"RW, LM",21,Paraguay,Serie A Enilive,Latium,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diego-gonzalez/273934,,,,,
7285,7937,Brooke Norton-Cuffy,67,80,39,58,69,60,70,79,80,58,34,43,39,36,45,55,67,41,59,53,54,72,73,69,64,66,64,57,59,59,61,63,75,73,69,66,RB,3,3,Right,"181cm / 5'11""",70kg / 154lb,,20,England,Serie A Enilive,Genoa,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brooke-norton-cuffy/260653,,,,,
7297,7937,Yllan Okou,67,69,31,48,55,66,67,67,70,22,21,58,28,22,44,44,40,31,59,46,44,51,60,57,65,57,51,64,67,65,68,65,75,51,73,70,CB,2,2,Left,"189cm / 6'2""",75kg / 165lb,,21,France,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yllan-okou/271458,,,,,
7344,7937,Simone Perilli,67,67,67,61,64,46,66,46,45,13,17,46,17,14,26,15,18,17,25,27,16,14,36,56,69,20,54,23,12,25,15,18,62,30,65,24,GK,2,1,Right,"195cm / 6'5""",85kg / 187lb,,29,Italy,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simone-perilli/210940,67,67,61,66,64
7356,7937,Damián Pizarro,67,84,60,46,67,19,76,82,86,69,64,66,47,47,61,48,26,35,56,51,34,67,72,75,65,66,66,18,66,11,14,11,88,65,83,71,ST,3,2,Right,"185cm / 6'1""",85kg / 187lb,,19,Chile,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/damian-pizarro/268396,,,,,
7386,7937,Hamza Rafia,67,60,67,68,74,34,63,65,55,68,62,74,74,55,59,71,61,72,70,64,74,75,71,84,67,74,63,54,38,26,33,19,52,67,59,73,CM,3,3,Right,"178cm / 5'10""",75kg / 165lb,CAM,25,Tunisia,Serie A Enilive,Lecce,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hamza-rafia/251790,,,,,
7486,7937,Joël Schingtienne,67,66,25,48,40,69,69,64,68,24,19,40,18,25,42,41,35,28,62,55,24,27,49,56,64,48,52,68,63,69,72,68,72,70,71,60,CB,3,2,Right,"188cm / 6'2""",80kg / 176lb,RB,22,Belgium,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joel-schingtienne/277214,,,,,
7539,7937,Marin Šverko,67,66,37,55,60,66,76,64,68,33,30,56,34,34,38,40,59,39,63,59,52,59,59,62,61,61,57,64,64,65,70,67,78,70,83,63,CB,3,2,Left,"187cm / 6'2""",81kg / 179lb,,26,Croatia,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marin-sverko/235800,,,,,
7744,9009,Alessandro Bianco,66,49,46,64,68,59,47,58,42,50,37,61,49,40,48,67,48,42,73,72,41,66,68,83,70,70,60,57,59,55,64,59,47,64,32,63,CM,3,2,Right,"173cm / 5'8""",67kg / 148lb,,21,Italy,Serie A Enilive,Monza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-bianco/271477,,,,,
7755,9009,Warren Bondo,66,74,55,62,72,58,63,75,74,59,53,67,51,38,59,65,50,39,69,68,58,71,78,74,65,73,67,61,51,54,65,52,64,68,58,67,CM,2,3,Right,"177cm / 5'10""",63kg / 139lb,CDM,20,France,Serie A Enilive,Monza,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/warren-bondo/257353,,,,,
7873,9009,Juan Manuel Cruz,66,61,67,52,62,28,62,60,61,68,70,67,63,65,66,45,47,48,62,51,37,63,53,64,59,64,57,19,68,20,29,25,74,44,74,53,ST,3,2,Right,"186cm / 6'1""",71kg / 157lb,,25,Argentina,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-manuel-cruz/255453,,,,,
8100,9009,Gino Infantino,66,71,61,64,71,48,56,73,69,63,61,65,59,53,54,59,63,57,67,65,64,73,72,73,59,70,64,42,48,45,57,46,58,61,54,54,RW,3,3,Left,"179cm / 5'10""",74kg / 163lb,"LW, CM, RM",21,Argentina,Serie A Enilive,Fiorentina,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gino-infantino/258104,,,,,
